tx_id,timestamp,tuple_id,column_id
0,0,6,10
1,1,1,6
2,2,14,2
3,3,3,3
4,4,0,6
5,5,254,0
6,6,5,0
7,7,7,0
8,8,0,1
9,9,1,0
10,10,0,10
11,11,43,4
12,12,2,1
13,13,9,1
14,14,1,1
15,15,0,2
16,16,1,1
17,17,0,18
18,18,10,0
19,19,2,5
20,20,5,3
21,21,0,1
22,22,190,0
23,23,23,6
24,24,6,0
25,25,0,5
26,26,1,4
27,27,0,0
28,28,0,0
29,29,3,2
30,30,5,0
31,31,162,8
32,32,0,0
33,33,0,15
34,34,1,0
35,35,0,0
36,36,0,2
37,37,1,2
38,38,0,12
39,39,3,0
40,40,0,8
41,41,10,0
42,42,3,0
43,43,0,0
44,44,10,4
45,45,8,1
46,46,0,0
47,47,0,9
48,48,3,15
49,49,0,2
50,50,0,8
51,51,0,0
52,52,7,5
53,53,3,1
54,54,3,6
55,55,6,0
56,56,1,14
57,57,1,11
58,58,0,1
59,59,0,0
60,60,3,1
61,61,1,8
62,62,1,0
63,63,6,2
64,64,2,0
65,65,1,8
66,66,1,0
67,67,0,4
68,68,0,1
69,69,0,14
70,70,0,0
71,71,0,2
72,72,13,3
73,73,0,9
74,74,0,9
75,75,0,1
76,76,0,0
77,77,3,6
78,78,1,8
79,79,6,5
80,80,3,1
81,81,0,11
82,82,9,19
83,83,0,1
84,84,0,5
85,85,0,5
86,86,4,0
87,87,1,1
88,88,0,9
89,89,1,5
90,90,0,11
91,91,3,18
92,92,1,1
93,93,0,5
94,94,0,12
95,95,2,11
96,96,0,2
97,97,0,1
98,98,0,13
99,99,126,14
100,100,30,13
101,101,3,3
102,102,0,1
103,103,176,6
104,104,6,2
105,105,4,1
106,106,1,2
107,107,0,3
108,108,0,1
109,109,27,0
110,110,1,7
111,111,0,2
112,112,0,0
113,113,1,2
114,114,0,1
115,115,14,2
116,116,5,2
117,117,4,19
118,118,0,1
119,119,2,0
120,120,2,3
121,121,2,0
122,122,0,6
123,123,0,10
124,124,0,1
125,125,1,6
126,126,0,12
127,127,0,18
128,128,0,4
129,129,2,13
130,130,0,0
131,131,42,0
132,132,1,0
133,133,0,5
134,134,2,6
135,135,0,14
136,136,110,5
137,137,1,0
138,138,6,9
139,139,0,0
140,140,1,4
141,141,1,14
142,142,57,5
143,143,1,1
144,144,1,1
145,145,0,0
146,146,0,7
147,147,1,0
148,148,1,13
149,149,0,2
150,150,10,0
151,151,24,2
152,152,0,1
153,153,1,3
154,154,0,0
155,155,3,4
156,156,0,2
157,157,3,5
158,158,4,0
159,159,6,18
160,160,0,1
161,161,34,5
162,162,0,0
163,163,0,2
164,164,1,0
165,165,0,2
166,166,10,3
167,167,8,11
168,168,0,4
169,169,89,1
170,170,0,9
171,171,1,1
172,172,0,2
173,173,54,0
174,174,0,2
175,175,0,5
176,176,0,1
177,177,1379,0
178,178,22,10
179,179,5,6
180,180,22,0
181,181,23,1
182,182,1,6
183,183,0,4
184,184,6,2
185,185,3,0
186,186,0,15
187,187,0,5
188,188,5,8
189,189,0,19
190,190,55,0
191,191,0,0
192,192,0,0
193,193,10,3
194,194,0,2
195,195,0,0
196,196,2,0
197,197,17,12
198,198,0,10
199,199,0,1
200,200,6,3
201,201,203,0
202,202,1,0
203,203,0,9
204,204,0,1
205,205,0,8
206,206,0,8
207,207,3,0
208,208,0,1
209,209,1,1
210,210,3,1
211,211,1,3
212,212,0,1
213,213,8,1
214,214,4,9
215,215,4,7
216,216,0,4
217,217,0,1
218,218,44,0
219,219,0,0
220,220,0,10
221,221,1,1
222,222,3,12
223,223,98,4
224,224,0,0
225,225,41,17
226,226,0,6
227,227,1,13
228,228,2,13
229,229,0,3
230,230,0,10
231,231,0,1
232,232,152,9
233,233,2,9
234,234,50,1
235,235,8,17
236,236,1,1
237,237,7,1
238,238,0,4
239,239,0,17
240,240,10,11
241,241,7,11
242,242,0,7
243,243,1,3
244,244,2,2
245,245,16,6
246,246,2,0
247,247,0,0
248,248,0,0
249,249,0,0
250,250,2,7
251,251,16,0
252,252,1,0
253,253,0,8
254,254,0,1
255,255,5,1
256,256,9,3
257,257,0,6
258,258,0,2
259,259,2,0
260,260,0,0
261,261,10,5
262,262,0,1
263,263,0,0
264,264,38,17
265,265,0,0
266,266,0,17
267,267,0,1
268,268,0,0
269,269,0,1
270,270,0,13
271,271,0,11
272,272,0,0
273,273,2,8
274,274,3,0
275,275,0,1
276,276,0,4
277,277,1,12
278,278,17,11
279,279,13,2
280,280,0,18
281,281,0,2
282,282,0,1
283,283,0,7
284,284,1,7
285,285,0,13
286,286,0,16
287,287,0,9
288,288,1,1
289,289,0,0
290,290,11,4
291,291,0,12
292,292,41,5
293,293,0,0
294,294,12,3
295,295,27,1
296,296,333,11
297,297,8,15
298,298,6,2
299,299,2,0
300,300,6,18
301,301,0,9
302,302,1,0
303,303,1,10
304,304,14,17
305,305,1,6
306,306,0,1
307,307,2,6
308,308,0,0
309,309,0,1
310,310,1,16
311,311,0,16
312,312,0,3
313,313,0,3
314,314,0,6
315,315,0,5
316,316,0,7
317,317,3,16
318,318,0,7
319,319,78,2
320,320,35,1
321,321,1,10
322,322,0,0
323,323,1,8
324,324,12,1
325,325,2,6
326,326,8,2
327,327,1,1
328,328,2,14
329,329,0,0
330,330,4,0
331,331,0,2
332,332,3,3
333,333,14,5
334,334,0,1
335,335,2,2
336,336,0,1
337,337,4,0
338,338,0,7
339,339,54,1
340,340,0,2
341,341,111,0
342,342,8,1
343,343,2,8
344,344,6,2
345,345,7,10
346,346,72,12
347,347,0,0
348,348,2,9
349,349,0,0
350,350,2,5
351,351,0,1
352,352,1,2
353,353,1,1
354,354,1,5
355,355,1,0
356,356,5,4
357,357,7,0
358,358,1,3
359,359,2,8
360,360,48,0
361,361,0,3
362,362,0,7
363,363,0,1
364,364,2,1
365,365,0,11
366,366,6,0
367,367,3,0
368,368,0,4
369,369,25,10
370,370,5,12
371,371,0,3
372,372,0,3
373,373,0,8
374,374,0,15
375,375,0,10
376,376,54,0
377,377,0,6
378,378,0,0
379,379,4,1
380,380,1,0
381,381,54,17
382,382,6,0
383,383,1,1
384,384,0,7
385,385,628,0
386,386,4,10
387,387,84,0
388,388,0,0
389,389,13,0
390,390,2,1
391,391,0,1
392,392,2,6
393,393,3,1
394,394,0,2
395,395,1,14
396,396,10,0
397,397,0,13
398,398,1,17
399,399,1,8
400,400,0,7
401,401,36,0
402,402,6,2
403,403,0,1
404,404,4214,1
405,405,19,0
406,406,0,0
407,407,11,0
408,408,0,11
409,409,10564,2
410,410,3,0
411,411,2,0
412,412,0,0
