tx_id,timestamp,tuple_id,column_id
0,0,1870,10
1,1,55,6
2,2,4543,2
3,3,838,3
4,4,0,6
5,5,15490,0
6,6,1635,0
7,7,2124,0
8,8,1,1
9,9,62,0
10,10,26,10
11,11,9282,4
12,12,478,1
13,13,3120,1
14,14,58,1
15,15,5,2
16,16,187,1
17,17,0,18
18,18,3283,0
19,19,420,5
20,20,1584,3
21,21,22,1
22,22,14711,0
23,23,6524,6
24,24,1959,0
25,25,3,5
26,26,74,4
27,27,0,0
28,28,2,0
29,29,721,2
30,30,1377,0
31,31,14227,8
32,32,16,0
33,33,26,15
34,34,76,0
35,35,3,0
36,36,1,2
37,37,81,2
38,38,5,12
39,39,627,0
40,40,54,8
41,41,3462,0
42,42,863,0
43,43,14,0
44,44,3447,4
45,45,2584,1
46,46,32,0
47,47,11,9
48,48,717,15
49,49,1,2
50,50,4,8
51,51,0,0
52,52,2143,5
53,53,595,1
54,54,909,6
55,55,2008,0
56,56,68,14
57,57,217,11
58,58,1,1
59,59,1,0
60,60,618,1
61,61,77,8
62,62,209,0
63,63,1703,2
64,64,434,0
65,65,185,8
66,66,196,0
67,67,13,4
68,68,0,1
69,69,54,14
70,70,4,0
71,71,40,2
72,72,4302,3
73,73,6,9
74,74,0,9
75,75,10,1
76,76,11,0
77,77,577,6
78,78,192,8
79,79,2076,5
80,80,592,1
81,81,39,11
82,82,2847,19
83,83,2,1
84,84,0,5
85,85,0,5
86,86,1089,0
87,87,70,1
88,88,2,9
89,89,106,5
90,90,2,11
91,91,828,18
92,92,59,1
93,93,29,5
94,94,12,12
95,95,414,11
96,96,24,2
97,97,0,1
98,98,1,13
99,99,13415,14
100,100,7671,13
101,101,858,3
102,102,8,1
103,103,14478,6
104,104,1967,2
105,105,1028,1
106,106,61,2
107,107,9,3
108,108,1,1
109,109,7205,0
110,110,66,7
111,111,4,2
112,112,13,0
113,113,242,2
114,114,3,1
115,115,4449,2
116,116,1591,2
117,117,1056,19
118,118,51,1
119,119,401,0
120,120,255,3
121,121,509,0
122,122,0,6
123,123,43,10
124,124,0,1
125,125,99,6
126,126,17,12
127,127,2,18
128,128,1,4
129,129,265,13
130,130,2,0
131,131,9123,0
132,132,247,0
133,133,20,5
134,134,274,6
135,135,0,14
136,136,12953,5
137,137,87,0
138,138,2051,9
139,139,0,0
140,140,91,4
141,141,95,14
142,142,10423,5
143,143,224,1
144,144,79,1
145,145,8,0
146,146,17,7
147,147,131,0
148,148,55,13
149,149,0,2
150,150,3238,0
151,151,6735,2
152,152,1,1
153,153,186,3
154,154,1,0
155,155,643,4
156,156,10,2
157,157,562,5
158,158,1143,0
159,159,1769,18
160,160,1,1
161,161,8293,5
162,162,5,0
163,163,0,2
164,164,187,0
165,165,26,2
166,166,3359,3
167,167,2680,11
168,168,15,4
169,169,12207,1
170,170,11,9
171,171,123,1
172,172,7,2
173,173,10230,0
174,174,2,2
175,175,0,5
176,176,53,1
177,177,18463,0
178,178,6426,10
179,179,1434,6
180,180,6366,0
181,181,6546,1
182,182,128,6
