tx_id,timestamp,tuple_id,column_id
0,0,6620,10
1,1,673,6
2,2,10311,2
3,3,4272,3
4,4,6,6
5,5,17950,0
6,6,6168,0
7,7,7071,0
8,8,13,1
9,9,743,0
10,10,359,10
11,11,14347,4
12,12,3070,1
13,13,8588,1
14,14,700,1
15,15,68,2
16,16,1676,1
17,17,3,18
18,18,8808,0
19,19,2838,5
20,20,6065,3
21,21,305,1
22,22,17557,0
23,23,12222,6
24,24,6782,0
25,25,42,5
26,26,851,4
27,27,1,0
28,28,22,0
29,29,3919,2
30,30,5628,0
31,31,17306,8
32,32,226,0
33,33,358,15
34,34,872,0
35,35,39,0
36,36,14,2
37,37,917,2
38,38,68,12
39,39,3614,0
40,40,663,8
41,41,9040,0
42,42,4347,0
43,43,195,0
44,44,9020,4
45,45,7814,1
46,46,422,0
47,47,148,9
48,48,3906,15
49,49,17,2
50,50,46,8
51,51,0,0
52,52,7104,5
53,53,3504,1
54,54,4475,6
55,55,6869,0
56,56,798,14
57,57,1854,11
58,58,17,1
59,59,10,0
60,60,3582,1
61,61,883,8
62,62,1809,0
63,63,6302,2
64,64,2895,0
65,65,1664,8
66,66,1733,0
67,67,178,4
68,68,0,1
69,69,660,14
70,70,57,0
71,71,514,2
72,72,10045,3
73,73,75,9
74,74,2,9
75,75,137,1
76,76,158,0
77,77,3441,6
78,78,1706,8
79,79,6988,5
80,80,3493,1
81,81,504,11
82,82,8205,19
83,83,27,1
84,84,0,5
85,85,6,5
86,86,4950,0
87,87,818,1
88,88,25,9
89,89,1122,5
90,90,21,11
91,91,4246,18
92,92,716,1
93,93,397,5
94,94,173,12
95,95,2813,11
96,96,329,2
97,97,5,1
98,98,11,13
99,99,16872,14
100,100,13165,13
101,101,4333,3
102,102,113,1
103,103,17437,6
104,104,6796,2
105,105,4795,1
106,106,736,2
107,107,122,3
108,108,7,1
109,109,12794,0
110,110,777,7
111,111,48,2
112,112,182,0
113,113,1996,2
114,114,32,1
115,115,10209,2
116,116,6079,2
117,117,4867,19
118,118,634,1
119,119,2759,0
120,120,2064,3
121,121,3189,0
122,122,5,6
123,123,549,10
124,124,1,1
125,125,1061,6
126,126,236,12
127,127,18,18
128,128,8,4
129,129,2115,13
130,130,29,0
131,131,14237,0
132,132,2021,0
133,133,282,5
134,134,2164,6
135,135,0,14
136,136,16618,5
137,137,967,0
138,138,6944,9
139,139,5,0
140,140,1001,4
141,141,1034,14
142,142,15107,5
143,143,1894,1
144,144,900,1
145,145,115,0
146,146,241,7
147,147,1305,0
148,148,673,13
149,149,0,2
150,150,8747,0
151,151,12403,2
152,152,17,1
153,153,1670,3
154,154,9,0
155,155,3668,4
156,156,136,2
157,157,3388,5
158,158,5084,0
159,159,6430,18
160,160,9,1
161,161,13638,5
162,162,71,0
163,163,1,2
164,164,1679,0
165,165,360,2
166,166,8906,3
167,167,7960,11
168,168,206,4
169,169,16194,1
170,170,153,9
171,171,1250,1
172,172,100,2
173,173,14983,0
174,174,26,2
175,175,1,5
176,176,651,1
